observation_id,route_id,timestamp
254,IDU1 JCT,2020-03-04 10:15:24+00:00
255,BNDTO5 MARCS,2020-03-04 10:24:45+00:00
256,STYCK8 STYCK,2020-05-08 14:02:46+00:00
257,TTT285 FERRA,2020-12-16 21:42:20+00:00
258,MMUGS4 GUSTI,2020-06-25 12:44:21+00:00
259,TTT285 FERRA,2020-08-19 22:43:14+00:00
260,TTT285 FERRA,2020-12-04 21:54:01+00:00
261,TTT285 FERRA,2020-08-28 00:29:57+00:00
262,STRYA8 DPATY,2020-07-31 19:36:14+00:00
263,LOA4 FUZ,2020-07-31 19:41:46+00:00
264,CYOTE2 PNH,2020-08-05 15:09:19+00:00
265,BNDTO5 SAT,2020-03-20 12:38:43+00:00
266,TTT285 FERRA,2020-06-24 20:46:29+00:00
267,HRPER3 HULZE,2020-08-17 00:50:23+00:00
268,CYOTE2 PNH,2020-12-08 22:28:27+00:00
269,PSX2 PSX,2020-01-18 17:03:17+00:00
270,TTT285 FERRA,2020-10-30 21:12:46+00:00
271,LFK3 LIT,2020-06-25 11:34:00+00:00
272,STYCK8 DOLEY,2020-07-31 19:38:05+00:00
273,CYOTE2 TXO,2020-05-20 11:15:49+00:00
274,CYOTE2 TXO,2020-06-19 11:32:27+00:00
275,PSX2 PSX,2020-06-22 16:39:08+00:00
276,TTT285 FERRA,2020-02-19 22:41:42+00:00
277,LCH5 LSU,2020-07-28 14:12:30+00:00
278,STYCK8 DOLEY,2020-06-25 11:34:00+00:00
279,STYCK8 STYCK,2020-06-25 11:31:15+00:00
280,TTT285 FERRA,2020-09-16 21:43:43+00:00
281,CYOTE2 TXO,2020-11-25 12:38:25+00:00
282,LCH5 LCH,2020-06-24 11:43:42+00:00
283,TTT285 FERRA,2020-10-20 20:55:17+00:00
284,RITAA6 PSX,2020-03-20 14:45:33+00:00
285,TTT285 FERRA,2020-05-05 20:51:15+00:00
286,STYCK7 STYCK,2020-06-25 11:36:22+00:00
287,TTT285 FERRA,2020-05-08 21:19:05+00:00
288,HRPER3 HULZE,2020-01-11 01:28:23+00:00
289,RITAA6 PSX,2020-03-20 14:36:15+00:00
290,MMUGS4 GUSTI,2020-01-26 11:11:44+00:00
291,LOA4 BYP,2020-08-28 20:52:58+00:00
292,CYOTE2 PNH,2020-04-23 14:10:14+00:00
293,SBI,2020-01-18 17:16:27+00:00
294,LURIC8 ORRTH,2020-05-08 13:59:37+00:00
295,CYOTE2 TXO,2020-05-28 12:32:36+00:00
296,BNDTO5 MNURE,2020-09-22 13:04:25+00:00
297,ELMAA3 CVO,2020-06-03 17:53:27+00:00
298,CYOTE2 PNH,2020-03-03 23:07:41+00:00
299,CYOTE2 TXO,2020-06-18 11:21:29+00:00
300,TTT285 FERRA,2020-02-20 22:35:58+00:00
301,LFK2 LFK,2020-06-25 11:36:22+00:00
302,CYOTE2 TXO,2020-09-10 13:01:12+00:00
303,IDU1 JCT,2020-01-10 21:01:55+00:00
304,CYOTE2 PNH,2020-09-18 11:24:45+00:00
305,CYOTE2 PNH,2020-09-28 11:17:10+00:00
306,BNDTO5 CRGER,2020-09-13 19:18:53+00:00
307,RITAA6 PSX,2020-09-13 22:56:57+00:00
308,CYOTE2 PNH,2020-06-10 13:24:56+00:00
309,LURIC8 LURIC,2020-07-31 19:38:05+00:00
310,STYCK8 DOLEY,2020-07-31 19:38:05+00:00
311,CYOTE2 PNH,2020-09-29 11:39:41+00:00
312,STYCK8 DOLEY,2020-08-28 20:56:21+00:00
313,LOA4 FUZ,2020-07-31 19:36:14+00:00
314,MMUGS4 GUSTI,2020-07-28 14:57:40+00:00
315,BNDTO5 MNURE,2020-12-30 21:05:47+00:00
316,BNDTO5 SAT,2020-01-18 21:57:48+00:00
317,MMUGS4 GUSTI,2020-08-28 22:51:49+00:00
318,TTT285 FERRA,2020-02-25 00:16:52+00:00
319,MMUGS4 GUSTI,2020-01-18 17:20:58+00:00
320,CYOTE2 PNH,2020-09-22 12:09:28+00:00
321,MMUGS4 GUSTI,2020-05-28 16:29:20+00:00
322,LCH5 LCH,2020-05-27 22:47:05+00:00
323,CYOTE2 PNH,2020-04-13 15:11:48+00:00
324,LCH5 LSU,2020-12-13 19:22:13+00:00
325,MMUGS4 GUSTI,2020-01-18 17:15:52+00:00
326,SBI,2020-05-27 22:50:06+00:00
327,TTT285 FERRA,2020-06-18 21:42:00+00:00
328,CYOTE2 PNH,2020-10-30 11:40:54+00:00
329,CYOTE2 TXO,2020-09-17 11:41:39+00:00
330,CYOTE2 PNH,2020-07-31 11:19:09+00:00
331,BNDTO5 MNURE,2020-09-13 19:18:16+00:00
332,HOODO6 LEV,2020-08-01 15:48:20+00:00
333,BNDTO5 SAT,2020-08-01 14:51:18+00:00
334,LCH5 LCH,2020-05-28 16:26:32+00:00
335,ELMAA3 CVO,2020-04-08 02:59:14+00:00
336,RITAA6 PSX,2020-08-01 13:02:10+00:00
337,IDU9 IDU,2020-09-22 09:53:48+00:00
338,CYOTE2 TXO,2020-09-23 12:56:30+00:00
339,TTT285 FERRA,2020-09-18 22:00:51+00:00
340,CYOTE2 PNH,2020-05-28 12:32:36+00:00
341,RITAA6 PSX,2020-09-04 22:03:57+00:00
342,CYOTE2 PNH,2020-02-20 13:00:15+00:00
343,LOA3 DOLEY,2020-05-08 13:57:02+00:00
344,PSX2 PSX,2020-12-13 13:42:14+00:00
345,CYOTE2 PNH,2020-09-24 11:59:58+00:00
346,CYOTE2 TXO,2020-08-05 15:09:19+00:00
347,CYOTE2 TXO,2020-09-21 11:43:25+00:00
348,TTT285 FERRA,2020-12-01 22:14:35+00:00
349,CYOTE2 PNH,2020-01-24 13:04:12+00:00
350,BNDTO5 MNURE,2020-09-13 22:55:38+00:00
351,MMUGS4 GUSTI,2020-06-24 11:39:33+00:00
352,LCH5 LCH,2020-01-18 17:15:52+00:00
353,CYOTE2 TXO,2020-12-01 13:02:46+00:00
354,TTT285 FERRA,2020-09-25 21:22:04+00:00
355,TTT285 FERRA,2020-01-31 20:55:52+00:00
356,PSX2 PSX,2020-01-18 17:04:39+00:00
357,BNDTO5 MARCS,2020-09-22 10:06:56+00:00
358,LURIC8 ORRTH,2020-06-25 11:34:00+00:00
359,TTT285 FERRA,2020-09-15 21:55:53+00:00
360,PSX2 PSX,2020-08-01 13:02:10+00:00
361,LCH5 LSU,2020-01-18 17:15:52+00:00
362,CYOTE2 PNH,2020-10-15 18:36:05+00:00
363,BNDTO5 CRGER,2020-06-23 23:58:22+00:00
364,LOA4 FUZ,2020-08-28 20:52:18+00:00
365,BNDTO5 MNURE,2020-09-22 10:07:47+00:00
366,CYOTE2 TXO,2020-09-24 11:59:58+00:00
367,CYOTE2 PNH,2020-12-16 13:26:29+00:00
368,JCT1 JCT,2020-03-20 12:39:12+00:00
369,LFK2 LFK,2020-08-28 20:54:46+00:00
370,MMUGS4 GUSTI,2020-06-25 12:44:21+00:00
371,STRYA8 DPATY,2020-05-08 14:01:17+00:00
372,ELMAA3 CVO,2020-02-18 17:41:12+00:00
373,BNDTO5 MARCS,2020-03-20 12:39:12+00:00
374,TTT285 FERRA,2020-09-28 21:23:36+00:00
375,RITAA6 NGP,2020-06-22 16:39:08+00:00
376,IDU9 CWK,2020-12-30 22:58:24+00:00
377,IDU9 CWK,2020-01-10 20:59:56+00:00
378,STYCK7 DOLEY,2020-06-25 11:36:22+00:00
379,STYCK8 DOLEY,2020-06-25 11:36:22+00:00
380,IDU9 JCT,2020-03-04 10:24:45+00:00
381,ELD9 ELD,2020-08-28 20:56:21+00:00
382,CYOTE2 TXO,2020-02-14 12:47:04+00:00
383,TTT285 FERRA,2020-05-28 22:16:52+00:00
384,TTT285 FERRA,2020-03-24 21:14:46+00:00
385,LFK2 LFK,2020-08-28 20:56:21+00:00
386,LOA4 FUZ,2020-06-25 11:34:00+00:00
387,HOODO6 HRV,2020-01-11 17:03:07+00:00
388,CRIED9 CRIED,2020-06-25 11:35:58+00:00
389,TTT285 FERRA,2020-08-18 22:40:26+00:00
390,CYOTE2 TXO,2020-01-07 12:44:34+00:00
391,TTT285 FERRA,2020-03-06 19:56:02+00:00
392,DALL8 SOLDO,2020-09-23 17:04:16+00:00
393,MRSSH2 ZALEA,2020-03-19 00:23:10+00:00
394,CYOTE2 PNH,2020-12-08 13:18:06+00:00
395,CYOTE2 PNH,2020-05-27 12:33:30+00:00
396,STYCK8 DOLEY,2020-05-08 14:02:46+00:00
397,CYOTE2 PNH,2020-03-20 14:58:04+00:00
398,CYOTE2 PNH,2020-12-01 13:02:46+00:00
399,LCH5 LSU,2020-02-12 22:16:02+00:00
400,TTT285 FERRA,2020-09-10 22:03:04+00:00
401,LFK2 LFK,2020-07-31 19:38:05+00:00
402,IDU9 IDU,2020-06-23 23:32:00+00:00
403,LCH5 LSU,2020-06-25 12:44:21+00:00
404,TTT285 FERRA,2020-08-03 22:16:04+00:00
405,CYOTE2 TXO,2020-03-10 11:32:13+00:00
406,STYCK8 WTSON,2020-07-31 19:41:46+00:00
407,MMUGS4 GUSTI,2020-01-26 12:06:05+00:00
408,PSX2 PSX,2020-07-25 11:11:31+00:00
409,LFK3 LIT,2020-07-31 19:41:46+00:00
410,IDU1 JCT,2020-06-23 23:27:09+00:00
411,LURIC8 LURIC,2020-06-25 11:35:58+00:00
412,ELMAA3 CVO,2020-08-31 21:13:34+00:00
413,INDIE7 INDIE,2020-06-25 11:31:15+00:00
414,STYCK8 WTSON,2020-06-25 11:31:15+00:00
415,CYOTE2 PNH,2020-09-17 11:41:39+00:00
416,CYOTE2 TXO,2020-02-12 17:12:32+00:00
417,TTT285 FERRA,2020-09-11 19:21:54+00:00
418,TTT285 FERRA,2020-01-28 17:01:36+00:00
419,CYOTE2 TXO,2020-02-11 13:01:03+00:00
420,HRPER3 HULZE,2020-08-17 01:04:46+00:00
421,MMUGS4 GUSTI,2020-05-27 22:47:05+00:00
422,LOA4 BYP,2020-08-28 20:54:46+00:00
423,IDU9 CWK,2020-03-20 12:38:53+00:00
424,TTT285 FERRA,2020-06-23 20:28:11+00:00
425,TTT285 FERRA,2020-01-08 22:09:11+00:00
426,ELMAA3 CVO,2020-05-15 01:12:39+00:00
427,CYOTE2 TXO,2020-09-28 11:17:10+00:00
428,ELMAA3 CVO,2020-08-19 02:05:04+00:00
429,IDU1 JCT,2020-03-20 12:39:12+00:00
430,CYOTE2 PNH,2020-03-31 14:49:47+00:00
431,CYOTE2 TXO,2020-10-15 18:36:05+00:00
432,BNDTO5 SAT,2020-09-04 18:11:00+00:00
433,BNDTO5 MNURE,2020-03-20 14:31:24+00:00
434,CYOTE2 PNH,2020-08-27 12:50:09+00:00
435,TTT285 FERRA,2020-04-23 20:56:39+00:00
436,CYOTE2 TXO,2020-10-29 12:01:50+00:00
437,CYOTE2 PNH,2020-02-13 13:00:53+00:00
438,LOA3 LOA,2020-05-08 13:57:02+00:00
439,SBI,2020-05-27 22:45:39+00:00
440,MMUGS4 GUSTI,2020-05-28 16:24:32+00:00
441,CYOTE2 TXO,2020-02-19 12:33:01+00:00
442,ELMAA3 CVO,2020-08-06 20:53:15+00:00
443,BNDTO5 SAT,2020-03-20 12:38:13+00:00
444,ELMAA3 CVO,2020-10-26 22:31:42+00:00
445,MMUGS4 GUSTI,2020-08-01 13:24:49+00:00
446,BNDTO5 MNURE,2020-06-23 23:32:00+00:00
447,JCT1 JCT,2020-09-22 10:07:47+00:00
448,IDU9 IDU,2020-09-04 18:11:20+00:00
449,MMUGS4 GUSTI,2020-01-02 21:50:13+00:00
450,TTT285 FERRA,2020-02-14 21:58:02+00:00
451,TTT285 FERRA,2020-02-10 16:52:22+00:00
452,CYOTE2 PNH,2020-05-06 11:33:59+00:00
453,MMUGS4 GUSTI,2020-07-28 14:17:01+00:00
454,PSX1 PSX,2020-12-13 13:43:53+00:00
455,PSX2 PSX,2020-06-22 16:32:09+00:00
456,STYCK7 STYCK,2020-05-08 14:02:46+00:00
457,PSX1 PSX,2020-01-18 17:04:12+00:00
458,INDIE8 TPAKK,2020-06-25 11:31:15+00:00
459,INDIE8 INDIE,2020-06-25 11:31:15+00:00
460,IDU9 IDU,2020-03-20 12:39:12+00:00
461,ELMAA3 CVO,2020-03-01 01:01:11+00:00
462,CYOTE2 TXO,2020-12-16 13:26:29+00:00
463,TTT285 FERRA,2020-02-11 21:58:42+00:00
464,IDU9 JCT,2020-09-13 19:18:16+00:00
465,CYOTE2 TXO,2020-01-31 12:11:11+00:00
466,TTT285 FERRA,2020-02-25 23:35:01+00:00
467,IDU1 JCT,2020-03-20 14:33:38+00:00
468,CYOTE2 PNH,2020-02-14 12:47:04+00:00
469,MMUGS4 GUSTI,2020-06-22 16:31:06+00:00
470,CYOTE2 TXO,2020-09-14 11:49:19+00:00
471,BNDTO5 MARCS,2020-06-23 23:57:43+00:00
472,MRSSH2 ZALEA,2020-09-04 11:53:11+00:00
473,PSX2 SAT,2020-09-13 22:49:46+00:00
